Tipo DTE	Folio	Emisión	RUT Emisor	Emisor	Vencimiento	Sucursal	RUT Cliente	Cliente	Email	TimeStamp	Descripción	Número OC	Número Pedido	Contrato	Monto Neto	Monto Exento	IVA	Monto Total	Contacto	Autorizado SII	Distribuido	Recibido	Cedido	Anulado
61	796	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 15:40:25	Corrige Documento: 569732 Glosa:Comision Giro CL76310365				219701	0	41743	261444	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	804	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 16:15:30	Corrige Documento: 1201122 Glosa:Comision Giro CL1981417881				80658	0	15325	95983	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	805	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 16:23:25	Corrige Documento: 772365 Glosa:Comision Giro CL2014710081				49523	0	9409	58932	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	785	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 13:36:25	Corrige Documento: 1046529 Glosa:Comision Giro CL111137365				133297	0	25326	158623	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	788	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 14:51:15	Corrige Documento: 787337 Glosa:Comision Giro CL161444965				180047	0	34209	214256	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	806	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 16:27:26	Corrige Documento: 1202894 Glosa:Comision Giro CL2071850781				85400	0	16226	101626	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	798	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 15:49:14	Corrige Documento: 782458 Glosa:Comision Giro CL89950665				156550	0	29744	186294	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	802	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 16:07:25	Corrige Documento: 1049929 Glosa:Comision Giro CL180667365				200519	0	38099	238618	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	803	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 16:10:30	Corrige Documento: 1049063 Glosa:Comision Giro CL161695165				76692	0	14572	91264	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	792	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 15:24:14	Corrige Documento: 780057 Glosa:Comision Giro CL55161165				108157	0	20550	128707	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	799	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 15:52:25	Corrige Documento: 781603 Glosa:Comision Giro CL80202665				191726	0	36428	228154	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	800	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 15:58:25	Corrige Documento: 1204396 Glosa:Comision Giro CL2144634481				85592	0	16262	101854	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	801	27-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	27-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	27-04-2017 16:03:25	Corrige Documento: 781335 Glosa:Comision Giro CL76708865				228550	0	43424	271974	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	769	13-04-2017	76134934-1	RIA Chile Servicios Financieros SPA	13-04-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 23:18:25	Corrige Documento: 776295 Glosa:Comision Giro CL2091236781				272862	0	51844	324706	RIA Chile Servicios Financieros SPA	Si	Indefinido	Si	Indefinido	No
61	758	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 15:15:06	Corrige Documento: 566849 Glosa:Comision Giro CL1992409781				141947	0	26970	168917	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	734	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 16:43	Corrige Documento: 497069 Glosa:Comision Giro CL1839463581				143004	0	27171	170175	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	741	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 18:00	Corrige Documento: 1027107 Glosa:Comision Giro CL1870325281				123457	0	23457	146914	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	746	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 20:21	Corrige Documento: 1029027 Glosa:Comision Giro CL1901538281				107906	0	20502	128408	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	747	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 20:41	Corrige Documento: 765589 Glosa:Comision Giro CL1906885481				138044	0	26228	164272	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	748	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 21:01	Corrige Documento: 765935 Glosa:Comision Giro CL1911726381				135171	0	25682	160853	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	750	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 21:48	Corrige Documento: 766759 Glosa:Comision Giro CL1929014181				281310	0	53449	334759	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	771	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	14-04-2017 0:21:25	Corrige Documento: 1203695 Glosa:Comision Giro CL2115248381				261596	0	49703	311299	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	777	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-04-2017 10:11:32	Corrige Documento: 1030541 Glosa:Comision Giro CL569286082				142054	0	26990	169044	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	776	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-04-2017 10:02:33	Corrige Documento: 1030116 Glosa:Comision Giro CL561814082				120411	0	22878	143289	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	752	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 11:20:05	Corrige Documento: 1032714 Glosa:Comision Giro CL1940392181				176789	0	33590	210379	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	763	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 20:39:07	Corrige Documento: 773444 Glosa:Comision Giro CL2032903081				108326	0	20582	128908	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	774	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-04-2017 9:47:31	Corrige Documento: 1029472 Glosa:Comision Giro CL549639682				103048	0	19579	122627	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	755	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 12:59:06	Corrige Documento: 769001 Glosa:Comision Giro CL1965284981				154252	0	29308	183560	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	761	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 19:09:08	Corrige Documento: 1036944 Glosa:Comision Giro CL2019604781				141646	0	26913	168559	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	768	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 23:01:25	Corrige Documento: 774988 Glosa:Comision Giro CL2064312181				198170	0	37652	235822	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	770	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 23:58:07	Corrige Documento: 1040773 Glosa:Comision Giro CL2106844681				373774	0	71017	444791	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	773	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	14-04-2017 0:52:25	Corrige Documento: 778364 Glosa:Comision Giro CL2132832981				189097	0	35928	225025	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	772	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	14-04-2017 0:31:07	Corrige Documento: 568705 Glosa:Comision Giro CL2125263781				149212	0	28350	177562	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	738	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 17:02	Corrige Documento: 1026235 Glosa:Comision Giro CL1856358481				112156	0	21310	133466	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	742	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 18:30	Corrige Documento: 564105 Glosa:Comision Giro CL1877593781				132726	0	25218	157944	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	743	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 19:08	Corrige Documento: 761667 Glosa:Comision Giro CL1883382181				145289	0	27605	172894	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	745	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 19:45	Corrige Documento: 762650 Glosa:Comision Giro CL1893011081				146683	0	27870	174553	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	779	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-04-2017 10:28:32	Corrige Documento: 753578 Glosa:Comision Giro CL1754843081				77960	0	14812	92772	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	782	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-04-2017 10:56:32	Corrige Documento: 1024119 Glosa:Comision Giro CL1813591081				88919	0	16895	105814	RIA Chile Servicios Financieros SPA	Indefinido	Indefinido	Indefinido	Indefinido	No
61	754	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 12:24:06	Corrige Documento: 1033600 Glosa:Comision Giro CL1960105281				127975	0	24315	152290	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	765	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 21:22:07	Corrige Documento: 774330 Glosa:Comision Giro CL2046994081				266197	0	50577	316774	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	751	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 21:56	Corrige Documento: 566018 Glosa:Comision Giro CL1934429081				179352	0	34077	213429	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	783	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-04-2017 11:05:31	Corrige Documento: 496145 Glosa:Comision Giro CL1785218981				79114	0	15032	94146	RIA Chile Servicios Financieros SPA	Indefinido	Indefinido	Indefinido	Indefinido	No
61	760	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 18:22:07	Corrige Documento: 1036365 Glosa:Comision Giro CL2010463081				127161	0	24161	151322	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	735	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 16:50	Corrige Documento: 758290 Glosa:Comision Giro CL1843248681				111184	0	21125	132309	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	736	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 16:57	Corrige Documento: 758637 Glosa:Comision Giro CL1847124781				148535	0	28222	176757	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	739	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 17:34	Corrige Documento: 1026501 Glosa:Comision Giro CL1859242781				135342	0	25715	161057	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	740	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 17:49	Corrige Documento: 1026765 Glosa:Comision Giro CL1864786781				190979	0	36286	227265	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	756	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 14:45:07	Corrige Documento: 769495 Glosa:Comision Giro CL1974872081				189360	0	35978	225338	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	757	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 14:53:07	Corrige Documento: 1201169 Glosa:Comision Giro CL1983181681				188862	0	35884	224746	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	759	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 15:21:07	Corrige Documento: 771476 Glosa:Comision Giro CL2003674781				159985	0	30397	190382	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	766	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 21:45:07	Corrige Documento: 567897 Glosa:Comision Giro CL2054954481				170333	0	32363	202696	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	767	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 22:42:25	Corrige Documento: 1202800 Glosa:Comision Giro CL2064521881				140538	0	26702	167240	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	737	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 16:59	Corrige Documento: 1025953 Glosa:Comision Giro CL1852184181				128721	0	24457	153178	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	749	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 21:29	Corrige Documento: 1031703 Glosa:Comision Giro CL1919683881				123454	0	23456	146910	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	775	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-04-2017 9:55:35	Corrige Documento: 564971 Glosa:Comision Giro CL555186982				199297	0	37866	237163	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	778	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-04-2017 10:19:32	Corrige Documento: 1030853 Glosa:Comision Giro CL573435682				72384	0	13753	86137	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	744	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	04-12-2017 19:21	Corrige Documento: 762259 Glosa:Comision Giro CL1888586681				150485	0	28592	179077	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	753	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 11:52:05	Corrige Documento: 768060 Glosa:Comision Giro CL1949578481				178757	0	33964	212721	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	762	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 19:54:08	Corrige Documento: 1201999 Glosa:Comision Giro CL2026418081				139330	0	26473	165803	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	764	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	13-04-2017 21:07:07	Corrige Documento: 773966 Glosa:Comision Giro CL2041455681				93467	0	17759	111226	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	780	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-04-2017 10:39:34	Corrige Documento: 494864 Glosa:Comision Giro CL1728834481				149256	0	28359	177615	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	781	31-03-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-03-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-04-2017 10:48:27	Corrige Documento: 751655 Glosa:Comision Giro CL1728770781				80827	0	15357	96184	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	784	31-03-2017	76134934-1	Ria Chile Servicios Financieros SpA	31-03-2017		76655110-6	Ria Chile Servicios Financieros SpA	vgarcia@riafinancial.com	20-04-2017 11:21:31	Rebaja Boleta N° 1551523				272862	0	51844	324706		Con reparos	Indefinido	Si	Indefinido	No
61	719	28-02-2017	76134934-1	RIA Chile Servicios Financieros SPA	28-02-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-03-2017 9:14:03	Corrige Documento: 751095 Glosa:Comision Giro CL1721536481				86476	0	16430	102906	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	720	28-02-2017	76134934-1	RIA Chile Servicios Financieros SPA	28-02-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-03-2017 9:20:03	Corrige Documento: 494865 Glosa:Comision Giro CL1728892681				109412	0	20788	130200	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	725	28-02-2017	76134934-1	RIA Chile Servicios Financieros SPA	28-02-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-03-2017 9:53:02	Corrige Documento: 754454 Glosa:Comision Giro CL1766585581				251034	0	47696	298730	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	731	28-02-2017	76134934-1	RIA Chile Servicios Financieros SPA	28-02-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-03-2017 11:23:46	Corrige Documento: 757427 Glosa:Comision Giro CL1831645281				85961	0	16333	102294	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
